minutes,charger_en,stat,ts_raw,ts_mV,vbat_raw,vbat_mV
442,1,1,1718,3018,3488,4086
443,1,1,1718,3018,3492,4092
444,1,1,1718,3018,3489,4088
445,1,1,1718,3018,3492,4092
446,1,1,1722,3026,3484,4082
447,1,1,1724,3030,3489,4088
448,1,1,1721,3024,3492,4092
449,1,1,1720,3022,3492,4092
450,1,1,1717,3018,3496,4096
451,1,1,1715,3014,3488,4086
452,1,1,1717,3018,3487,4086
453,1,1,1723,3028,3484,4082
454,1,1,1711,3006,3492,4092
455,1,1,1716,3016,3487,4086
457,1,1,1724,3030,3486,4084
458,1,1,1711,3006,3499,4100
459,1,1,1718,3018,3488,4086
459,1,1,1719,3020,3488,4086
460,1,1,1719,3020,3486,4084
461,1,1,1715,3014,3482,4080
463,1,1,1721,3024,3486,4084
463,1,1,1715,3014,3488,4086
464,1,1,1721,3024,3488,4086
465,1,1,1713,3010,3488,4086
466,1,1,1715,3014,3483,4080
467,1,1,1723,3028,3489,4088
468,1,1,1715,3014,3475,4072
469,1,1,1711,3006,3487,4086
470,1,1,1719,3020,3487,4086
471,1,1,1715,3014,3490,4088
472,1,1,1715,3014,3486,4084
474,1,1,1721,3024,3487,4086
475,1,1,1717,3018,3484,4082
475,1,1,1723,3028,3484,4082
476,1,1,1717,3018,3496,4096
477,1,1,1717,3018,3489,4088
478,1,1,1717,3018,3492,4092
479,1,1,1715,3014,3483,4080
480,1,1,1717,3018,3488,4086
481,1,1,1719,3020,3493,4092
482,1,1,1713,3010,3491,4090
483,1,1,1722,3026,3486,4084
484,1,1,1718,3018,3488,4086
485,1,1,1715,3014,3483,4080
486,1,1,1715,3014,3489,4088
487,1,1,1719,3020,3487,4086
488,1,1,1717,3018,3488,4086
489,1,1,1716,3016,3486,4084
490,1,1,1716,3016,3491,4090
491,1,1,1717,3018,3486,4084
492,1,1,1716,3016,3488,4086
493,1,1,1709,3004,3490,4088
494,1,1,1711,3006,3492,4092
495,1,1,1711,3006,3484,4082
496,1,1,1714,3012,3492,4092
497,1,1,1711,3006,3485,4082
498,1,1,1714,3012,3488,4086
499,1,1,1713,3010,3496,4096
500,1,1,1720,3022,3493,4092
501,1,1,1714,3012,3485,4082
502,1,1,1713,3010,3487,4086
503,1,1,1718,3018,3483,4080
